Entry_ID,Category,Subcategory,Organisation,Name_Nepali,Description,Province,District,Palika,Ward,Address,Primary_Phone,Secondary_Phone,Hotline_Code,Fax,Email,Website,Key_Persons,Department,Working_Hours,Is_24_7,Is_Emergency,Source_Name,Source_Type,Data_Source_URL,Verification_Status,Confidence_Level,Last_Checked,Notes,Palika_Category_Status
GLC-STAFF-0018,Government Services,Municipal Staff Contact,Galchhi Rural Municipality,सन्तोष अधिकारी,Current public municipal staff contact for सव इन्जिनियर.,Bagmati,Dhading,Galchhi Rural Municipality,,"Galchhi Rural Municipality Office, Baireni, Dhading",9849915702,,,,adiksan25@gmail.com,https://galchhimun.gov.np/staff,सन्तोष अधिकारी,प्राविधिक,,,No,Galchhi Rural Municipality staff directory,Official Municipality,https://galchhimun.gov.np/staff,Verified,High,2026-07-28,Telephone is publicly listed on the official staff directory.,Completed
GLC-STAFF-0019,Government Services,Municipal Staff Contact,Galchhi Rural Municipality,दैनिक बस्नेत,Current public municipal staff contact for सव इन्जिनियर.,Bagmati,Dhading,Galchhi Rural Municipality,,"Galchhi Rural Municipality Office, Baireni, Dhading",9864540338,,,,,https://galchhimun.gov.np/staff,दैनिक बस्नेत,प्राविधिक,,,No,Galchhi Rural Municipality staff directory,Official Municipality,https://galchhimun.gov.np/staff,Verified,High,2026-07-28,Telephone is publicly listed on the official staff directory.,Completed
GLC-STAFF-0020,Government Services,Municipal Staff Contact,Galchhi Rural Municipality,सानुमाया लामा,Current public municipal staff contact for एम.आई. एस अपरेटर.,Bagmati,Dhading,Galchhi Rural Municipality,,"Galchhi Rural Municipality Office, Baireni, Dhading",9860028519,,,,donidcr.galchhimun@gmail.com,https://galchhimun.gov.np/staff,सानुमाया लामा,पञ्जिकरण,,,No,Galchhi Rural Municipality staff directory,Official Municipality,https://galchhimun.gov.np/staff,Verified,High,2026-07-28,Telephone is publicly listed on the official staff directory.,Completed
GLC-STAFF-0021,Government Services,Municipal Staff Contact,Galchhi Rural Municipality,श्रीराम खतिवडा,Current public municipal staff contact for कानुनि सहजकर्ता.,Bagmati,Dhading,Galchhi Rural Municipality,,"Galchhi Rural Municipality Office, Baireni, Dhading",9851161671,,,,khatiwadashreeram07@gmail.com,https://galchhimun.gov.np/staff,श्रीराम खतिवडा,कानुनी मामिला,,,No,Galchhi Rural Municipality staff directory,Official Municipality,https://galchhimun.gov.np/staff,Verified,High,2026-07-28,Telephone is publicly listed on the official staff directory.,Completed
GLC-STAFF-0022,Government Services,Municipal Staff Contact,Galchhi Rural Municipality,किरण गिरी,Current public municipal staff contact for प्रा.स..,Bagmati,Dhading,Galchhi Rural Municipality,,"Galchhi Rural Municipality Office, Baireni, Dhading",9844269456,,,,kgiri6145@gmail.com,https://galchhimun.gov.np/staff,किरण गिरी,कृषि,,,No,Galchhi Rural Municipality staff directory,Official Municipality,https://galchhimun.gov.np/staff,Verified,High,2026-07-28,Telephone is publicly listed on the official staff directory.,Completed
GLC-STAFF-0023,Government Services,Municipal Staff Contact,Galchhi Rural Municipality,सुजिना श्रेष्ठ,Current public municipal staff contact for रोजगार सहायक.,Bagmati,Dhading,Galchhi Rural Municipality,,"Galchhi Rural Municipality Office, Baireni, Dhading",9845476850,,,,sujinashrestha110@gmail.com,https://galchhimun.gov.np/staff,सुजिना श्रेष्ठ,रोजगार,,,No,Galchhi Rural Municipality staff directory,Official Municipality,https://galchhimun.gov.np/staff,Verified,High,2026-07-28,Telephone is publicly listed on the official staff directory.,Completed
GLC-STAFF-0024,Government Services,Municipal Staff Contact,Galchhi Rural Municipality,जितेन्द्र मण्डल,Current public municipal staff contact for सव इन्जिनियर.,Bagmati,Dhading,Galchhi Rural Municipality,,"Galchhi Rural Municipality Office, Baireni, Dhading",9842469508,,,,pidem.galchhimun@gmail.com,https://galchhimun.gov.np/staff,जितेन्द्र मण्डल,प्राविधिक,,,No,Galchhi Rural Municipality staff directory,Official Municipality,https://galchhimun.gov.np/staff,Verified,High,2026-07-28,Telephone is publicly listed on the official staff directory.,Completed
GLC-STAFF-0025,Government Services,Municipal Staff Contact,Galchhi Rural Municipality,यज्ञ बहादुर बस्नेत,Current public municipal staff contact for साहायक स्तर पाँचौं.,Bagmati,Dhading,Galchhi Rural Municipality,,"Galchhi Rural Municipality Office, Baireni, Dhading",9843302295,,,,basnetyagya40@gmail.com,https://galchhimun.gov.np/staff,यज्ञ बहादुर बस्नेत,प्रशासन,,,No,Galchhi Rural Municipality staff directory,Official Municipality,https://galchhimun.gov.np/staff,Verified,High,2026-07-28,Telephone is publicly listed on the official staff directory.,Completed
GLC-STAFF-0026,Government Services,Municipal Staff Contact,Galchhi Rural Municipality,हिरामाया तामाङ,Current public municipal staff contact for प.से.प्रा..,Bagmati,Dhading,Galchhi Rural Municipality,,"Galchhi Rural Municipality Office, Baireni, Dhading",9865501846,,,,vet.galchhimun@gmail.com,https://galchhimun.gov.np/staff,हिरामाया तामाङ,पशुपंक्षी विकास,,,No,Galchhi Rural Municipality staff directory,Official Municipality,https://galchhimun.gov.np/staff,Verified,High,2026-07-28,Telephone is publicly listed on the official staff directory.,Completed
GLC-STAFF-0027,Government Services,Municipal Staff Contact,Galchhi Rural Municipality,टिकाराम पौडेल,Current public municipal staff contact for साहायक स्तर पाँचौं.,Bagmati,Dhading,Galchhi Rural Municipality,,"Galchhi Rural Municipality Office, Baireni, Dhading",9847862762,,,,,https://galchhimun.gov.np/staff,टिकाराम पौडेल,प्रशासन,,,No,Galchhi Rural Municipality staff directory,Official Municipality,https://galchhimun.gov.np/staff,Verified,High,2026-07-28,Telephone is publicly listed on the official staff directory.,Completed
GLC-STAFF-0028,Government Services,Municipal Staff Contact,Galchhi Rural Municipality,भावना नेम्बाङ,Current public municipal staff contact for साहायक स्तर पाँचौं.,Bagmati,Dhading,Galchhi Rural Municipality,,"Galchhi Rural Municipality Office, Baireni, Dhading",9840260329,,,,,https://galchhimun.gov.np/staff,भावना नेम्बाङ,प्रशासन शाखा,,,No,Galchhi Rural Municipality staff directory,Official Municipality,https://galchhimun.gov.np/staff,Verified,High,2026-07-28,Telephone is publicly listed on the official staff directory.,Completed
GLC-STAFF-0029,Government Services,Municipal Staff Contact,Galchhi Rural Municipality,सम्झना भाट,Current public municipal staff contact for साहायक स्तर पाँचौं.,Bagmati,Dhading,Galchhi Rural Municipality,,"Galchhi Rural Municipality Office, Baireni, Dhading",9867472190,,,,samjhanabhat173@gmail.com,https://galchhimun.gov.np/staff,सम्झना भाट,प्रशासन,,,No,Galchhi Rural Municipality staff directory,Official Municipality,https://galchhimun.gov.np/staff,Verified,High,2026-07-28,Telephone is publicly listed on the official staff directory.,Completed
GLC-STAFF-0030,Government Services,Municipal Staff Contact,Galchhi Rural Municipality,रविन्द्र रेग्मी,Current public municipal staff contact for साहायक स्तर पाँचौं.,Bagmati,Dhading,Galchhi Rural Municipality,,"Galchhi Rural Municipality Office, Baireni, Dhading",9851193129,,,,,https://galchhimun.gov.np/staff,रविन्द्र रेग्मी,प्रशासन,,,No,Galchhi Rural Municipality staff directory,Official Municipality,https://galchhimun.gov.np/staff,Verified,High,2026-07-28,Telephone is publicly listed on the official staff directory.,Completed
GLC-STAFF-0031,Government Services,Municipal Staff Contact,Galchhi Rural Municipality,तारा फुलारा,Current public municipal staff contact for साहायक स्तर पाँचौं.,Bagmati,Dhading,Galchhi Rural Municipality,,"Galchhi Rural Municipality Office, Baireni, Dhading",9865719044,,,,,https://galchhimun.gov.np/staff,तारा फुलारा,प्रशासन,,,No,Galchhi Rural Municipality staff directory,Official Municipality,https://galchhimun.gov.np/staff,Verified,High,2026-07-28,Telephone is publicly listed on the official staff directory.,Completed
GLC-STAFF-0032,Government Services,Municipal Staff Contact,Galchhi Rural Municipality,मक्कर बहादुर खड्का,Current public municipal staff contact for साहायक स्तर पाँचौं.,Bagmati,Dhading,Galchhi Rural Municipality,,"Galchhi Rural Municipality Office, Baireni, Dhading",9842669157,,,,,https://galchhimun.gov.np/staff,मक्कर बहादुर खड्का,प्रशासन,,,No,Galchhi Rural Municipality staff directory,Official Municipality,https://galchhimun.gov.np/staff,Verified,High,2026-07-28,Telephone is publicly listed on the official staff directory.,Completed
GLC-STAFF-0033,Government Services,Municipal Staff Contact,Galchhi Rural Municipality,श्रीमाया थामी,Current public municipal staff contact for सव इन्जिनियर.,Bagmati,Dhading,Galchhi Rural Municipality,,"Galchhi Rural Municipality Office, Baireni, Dhading",9843971330,,,,,https://galchhimun.gov.np/staff,श्रीमाया थामी,प्राविधिक,,,No,Galchhi Rural Municipality staff directory,Official Municipality,https://galchhimun.gov.np/staff,Verified,High,2026-07-28,Telephone is publicly listed on the official staff directory.,Completed
GLC-STAFF-0034,Government Services,Municipal Staff Contact,Galchhi Rural Municipality,कृष्ण बहादुर गोले,Current public municipal staff contact for सव इन्जिनियर.,Bagmati,Dhading,Galchhi Rural Municipality,,"Galchhi Rural Municipality Office, Baireni, Dhading",9840408929,,,,,https://galchhimun.gov.np/staff,कृष्ण बहादुर गोले,प्राविधिक,,,No,Galchhi Rural Municipality staff directory,Official Municipality,https://galchhimun.gov.np/staff,Verified,High,2026-07-28,Telephone is publicly listed on the official staff directory.,Completed
GLC-STAFF-0035,Government Services,Municipal Staff Contact,Galchhi Rural Municipality,कृष्ण प्रसाद अधिकारी,Current public municipal staff contact for साहायक स्तर चौथो.,Bagmati,Dhading,Galchhi Rural Municipality,,"Galchhi Rural Municipality Office, Baireni, Dhading",9841488878,,,,,https://galchhimun.gov.np/staff,कृष्ण प्रसाद अधिकारी,साहायक स्तर चौथो,,,No,Galchhi Rural Municipality staff directory,Official Municipality,https://galchhimun.gov.np/staff,Verified,High,2026-07-28,Telephone is publicly listed on the official staff directory.,Completed
GLC-STAFF-0036,Government Services,Municipal Staff Contact,Galchhi Rural Municipality,बिपिन मल्ल,Current public municipal staff contact for फिल्ड सहायक.,Bagmati,Dhading,Galchhi Rural Municipality,,"Galchhi Rural Municipality Office, Baireni, Dhading",9841624457,,,,,https://galchhimun.gov.np/staff?page=1,बिपिन मल्ल,फिल्ड सहायक,,,No,Galchhi Rural Municipality staff directory,Official Municipality,https://galchhimun.gov.np/staff?page=1,Verified,High,2026-07-28,Telephone is publicly listed on the official staff directory.,Completed
GLC-STAFF-0037,Government Services,Municipal Staff Contact,Galchhi Rural Municipality,डम्बर राज थापा,Current public municipal staff contact for अ. सव इन्जिनियर.,Bagmati,Dhading,Galchhi Rural Municipality,,"Galchhi Rural Municipality Office, Baireni, Dhading",9848478739,,,,dambarraj2244@gmail.com,https://galchhimun.gov.np/staff?page=1,डम्बर राज थापा,प्राविधिक,,,No,Galchhi Rural Municipality staff directory,Official Municipality,https://galchhimun.gov.np/staff?page=1,Verified,High,2026-07-28,Telephone is publicly listed on the official staff directory.,Completed
GLC-STAFF-0038,Government Services,Municipal Staff Contact,Galchhi Rural Municipality,मिना अधिकारी,Current public municipal staff contact for ना.प.स्वा.प्रा. (पशु सेवा).,Bagmati,Dhading,Galchhi Rural Municipality,,"Galchhi Rural Municipality Office, Baireni, Dhading",9851199373,,,,,https://galchhimun.gov.np/staff?page=1,मिना अधिकारी,ना.प.स्वा.प्रा. (पशु सेवा),,,No,Galchhi Rural Municipality staff directory,Official Municipality,https://galchhimun.gov.np/staff?page=1,Verified,High,2026-07-28,Telephone is publicly listed on the official staff directory.,Completed
GLC-STAFF-0039,Government Services,Municipal Staff Contact,Galchhi Rural Municipality,राम विलास साह,Current public municipal staff contact for अ. सव इन्जिनियर.,Bagmati,Dhading,Galchhi Rural Municipality,,"Galchhi Rural Municipality Office, Baireni, Dhading",9805936519,,,,pidem.galchhimun@gmail.com,https://galchhimun.gov.np/staff?page=1,राम विलास साह,भौतिक पूर्वाधार तथा वातावरण व्यवस्थापन,,,No,Galchhi Rural Municipality staff directory,Official Municipality,https://galchhimun.gov.np/staff?page=1,Verified,High,2026-07-28,Telephone is publicly listed on the official staff directory.,Completed
GLC-STAFF-0040,Government Services,Municipal Staff Contact,Galchhi Rural Municipality,गीता आचार्य,Current public municipal staff contact for स. कम्प्युटर अपरेटर.,Bagmati,Dhading,Galchhi Rural Municipality,,"Galchhi Rural Municipality Office, Baireni, Dhading",9813891603,,,,,https://galchhimun.gov.np/staff?page=1,गीता आचार्य,स. कम्प्युटर अपरेटर,,,No,Galchhi Rural Municipality staff directory,Official Municipality,https://galchhimun.gov.np/staff?page=1,Verified,High,2026-07-28,Telephone is publicly listed on the official staff directory.,Completed
GLC-STAFF-0041,Government Services,Municipal Staff Contact,Galchhi Rural Municipality,हरि प्रसाद न्यौपाने,Current public municipal staff contact for उद्यम विकास सहजकर्ता.,Bagmati,Dhading,Galchhi Rural Municipality,,"Galchhi Rural Municipality Office, Baireni, Dhading",9842726280,,,,dcsi.galchhimun@gmail.com,https://galchhimun.gov.np/staff?page=1,हरि प्रसाद न्यौपाने,उद्योग,,,No,Galchhi Rural Municipality staff directory,Official Municipality,https://galchhimun.gov.np/staff?page=1,Verified,High,2026-07-28,Telephone is publicly listed on the official staff directory.,Completed
GLC-STAFF-0042,Government Services,Municipal Staff Contact,Galchhi Rural Municipality,कविराज न्यौपाने,Current public municipal staff contact for अमिन.,Bagmati,Dhading,Galchhi Rural Municipality,,"Galchhi Rural Municipality Office, Baireni, Dhading",9866849076,,,,,https://galchhimun.gov.np/staff?page=1,कविराज न्यौपाने,सर्भे,,,No,Galchhi Rural Municipality staff directory,Official Municipality,https://galchhimun.gov.np/staff?page=1,Verified,High,2026-07-28,Telephone is publicly listed on the official staff directory.,Completed
GLC-STAFF-0043,Government Services,Municipal Staff Contact,Galchhi Rural Municipality,सिता स्यांग्ताङ्ग,Current public municipal staff contact for सा.प..,Bagmati,Dhading,Galchhi Rural Municipality,,"Galchhi Rural Municipality Office, Baireni, Dhading",9803283185,,,,,https://galchhimun.gov.np/staff?page=1,सिता स्यांग्ताङ्ग,सा.प.,,,No,Galchhi Rural Municipality staff directory,Official Municipality,https://galchhimun.gov.np/staff?page=1,Verified,High,2026-07-28,Telephone is publicly listed on the official staff directory.,Completed
GLC-STAFF-0044,Government Services,Municipal Staff Contact,Galchhi Rural Municipality,रुपा ढुङ्गाना,Current public municipal staff contact for सा.प..,Bagmati,Dhading,Galchhi Rural Municipality,,"Galchhi Rural Municipality Office, Baireni, Dhading",9841963183,,,,,https://galchhimun.gov.np/staff?page=1,रुपा ढुङ्गाना,राजस्व,,,No,Galchhi Rural Municipality staff directory,Official Municipality,https://galchhimun.gov.np/staff?page=1,Verified,High,2026-07-28,Telephone is publicly listed on the official staff directory.,Completed
GLC-STAFF-0045,Government Services,Municipal Staff Contact,Galchhi Rural Municipality,भक्त बहादुर थापा,Current public municipal staff contact for का.स..,Bagmati,Dhading,Galchhi Rural Municipality,,"Galchhi Rural Municipality Office, Baireni, Dhading",9849024185,,,,,https://galchhimun.gov.np/staff?page=1,भक्त बहादुर थापा,का.स.,,,No,Galchhi Rural Municipality staff directory,Official Municipality,https://galchhimun.gov.np/staff?page=1,Verified,High,2026-07-28,Telephone is publicly listed on the official staff directory.,Completed
GLC-STAFF-0046,Government Services,Municipal Staff Contact,Galchhi Rural Municipality,एकराज खतिवडा,Current public municipal staff contact for हलुका सवारी चालक.,Bagmati,Dhading,Galchhi Rural Municipality,,"Galchhi Rural Municipality Office, Baireni, Dhading",9841796187,,,,gokarnakhatiwoda100@gmail.com,https://galchhimun.gov.np/staff?page=1,एकराज खतिवडा,हलुका सवारी चालक,,,No,Galchhi Rural Municipality staff directory,Official Municipality,https://galchhimun.gov.np/staff?page=1,Verified,High,2026-07-28,Telephone is publicly listed on the official staff directory.,Completed
GLC-STAFF-0047,Government Services,Municipal Staff Contact,Galchhi Rural Municipality,मनोज श्रेष्ठ,Current public municipal staff contact for हेभी सवारी चालक.,Bagmati,Dhading,Galchhi Rural Municipality,,"Galchhi Rural Municipality Office, Baireni, Dhading",9801066173,,,,,https://galchhimun.gov.np/staff?page=1,मनोज श्रेष्ठ,हेभी सवारी चालक,,,No,Galchhi Rural Municipality staff directory,Official Municipality,https://galchhimun.gov.np/staff?page=1,Verified,High,2026-07-28,Telephone is publicly listed on the official staff directory.,Completed
GLC-STAFF-0048,Government Services,Municipal Staff Contact,Galchhi Rural Municipality,रामहरी तिमल्सिना,Current public municipal staff contact for का.स..,Bagmati,Dhading,Galchhi Rural Municipality,,"Galchhi Rural Municipality Office, Baireni, Dhading",9841770223,,,,,https://galchhimun.gov.np/staff?page=1,रामहरी तिमल्सिना,का.स.,,,No,Galchhi Rural Municipality staff directory,Official Municipality,https://galchhimun.gov.np/staff?page=1,Verified,High,2026-07-28,Telephone is publicly listed on the official staff directory.,Completed
GLC-STAFF-0049,Government Services,Municipal Staff Contact,Galchhi Rural Municipality,किरण अधिकारी,Current public municipal staff contact for का.स..,Bagmati,Dhading,Galchhi Rural Municipality,,"Galchhi Rural Municipality Office, Baireni, Dhading",9741890284,,,,,https://galchhimun.gov.np/staff?page=1,किरण अधिकारी,का.स.,,,No,Galchhi Rural Municipality staff directory,Official Municipality,https://galchhimun.gov.np/staff?page=1,Verified,High,2026-07-28,Telephone is publicly listed on the official staff directory.,Completed
GLC-STAFF-0050,Government Services,Municipal Staff Contact,Galchhi Rural Municipality,तुलसा धिताल,Current public municipal staff contact for सा.प..,Bagmati,Dhading,Galchhi Rural Municipality,,"Galchhi Rural Municipality Office, Baireni, Dhading",9861494184,,,,,https://galchhimun.gov.np/staff?page=1,तुलसा धिताल,दर्ता चलानी,,,No,Galchhi Rural Municipality staff directory,Official Municipality,https://galchhimun.gov.np/staff?page=1,Verified,High,2026-07-28,Telephone is publicly listed on the official staff directory.,Completed
GLC-STAFF-0051,Government Services,Municipal Staff Contact,Galchhi Rural Municipality,डिकमाया कार्की,Current public municipal staff contact for का.स..,Bagmati,Dhading,Galchhi Rural Municipality,,"Galchhi Rural Municipality Office, Baireni, Dhading",9840296233,,,,,https://galchhimun.gov.np/staff?page=1,डिकमाया कार्की,का.स.,,,No,Galchhi Rural Municipality staff directory,Official Municipality,https://galchhimun.gov.np/staff?page=1,Verified,High,2026-07-28,Telephone is publicly listed on the official staff directory.,Completed
GLC-STAFF-0052,Government Services,Municipal Staff Contact,Galchhi Rural Municipality,कृष्ण प्रसाद खतिवडा,Current public municipal staff contact for का.स..,Bagmati,Dhading,Galchhi Rural Municipality,,"Galchhi Rural Municipality Office, Baireni, Dhading",9843670248,,,,,https://galchhimun.gov.np/staff?page=1,कृष्ण प्रसाद खतिवडा,का.स.,,,No,Galchhi Rural Municipality staff directory,Official Municipality,https://galchhimun.gov.np/staff?page=1,Verified,High,2026-07-28,Telephone is publicly listed on the official staff directory.,Completed
GLC-STAFF-0053,Government Services,Municipal Staff Contact,Galchhi Rural Municipality,नवराज खतिवडा,Current public municipal staff contact for का.स..,Bagmati,Dhading,Galchhi Rural Municipality,,"Galchhi Rural Municipality Office, Baireni, Dhading",9861240790,,,,,https://galchhimun.gov.np/staff?page=1,नवराज खतिवडा,का.स.,,,No,Galchhi Rural Municipality staff directory,Official Municipality,https://galchhimun.gov.np/staff?page=1,Verified,High,2026-07-28,Telephone is publicly listed on the official staff directory.,Completed
GLC-STAFF-0054,Government Services,Municipal Staff Contact,Galchhi Rural Municipality,सुजिता तामाङ्ग,Current public municipal staff contact for का.स..,Bagmati,Dhading,Galchhi Rural Municipality,,"Galchhi Rural Municipality Office, Baireni, Dhading",9860412913,,,,,https://galchhimun.gov.np/staff?page=1,सुजिता तामाङ्ग,का.स.,,,No,Galchhi Rural Municipality staff directory,Official Municipality,https://galchhimun.gov.np/staff?page=1,Verified,High,2026-07-28,Telephone is publicly listed on the official staff directory.,Completed
GLC-STAFF-0055,Government Services,Municipal Staff Contact,Galchhi Rural Municipality,बिना तामाङ्ग,Current public municipal staff contact for का.स..,Bagmati,Dhading,Galchhi Rural Municipality,,"Galchhi Rural Municipality Office, Baireni, Dhading",9864598645,,,,,https://galchhimun.gov.np/staff?page=1,बिना तामाङ्ग,का.स.,,,No,Galchhi Rural Municipality staff directory,Official Municipality,https://galchhimun.gov.np/staff?page=1,Verified,High,2026-07-28,Telephone is publicly listed on the official staff directory.,Completed
GLC-STAFF-0056,Government Services,Municipal Staff Contact,Galchhi Rural Municipality,रोशनी खतिवडा,Current public municipal staff contact for का.स..,Bagmati,Dhading,Galchhi Rural Municipality,,"Galchhi Rural Municipality Office, Baireni, Dhading",9860473563,,,,,https://galchhimun.gov.np/staff?page=1,रोशनी खतिवडा,का.स.,,,No,Galchhi Rural Municipality staff directory,Official Municipality,https://galchhimun.gov.np/staff?page=1,Verified,High,2026-07-28,Telephone is publicly listed on the official staff directory.,Completed
GLC-STAFF-0057,Government Services,Municipal Staff Contact,Galchhi Rural Municipality,खेम बहादुर तामाङ्ग,Current public municipal staff contact for का.स..,Bagmati,Dhading,Galchhi Rural Municipality,,"Galchhi Rural Municipality Office, Baireni, Dhading",9841180730,,,,,https://galchhimun.gov.np/staff?page=1,खेम बहादुर तामाङ्ग,का.स.,,,No,Galchhi Rural Municipality staff directory,Official Municipality,https://galchhimun.gov.np/staff?page=1,Verified,High,2026-07-28,Telephone is publicly listed on the official staff directory.,Completed
GLC-POL-0001,Police & Security,Police Post,"Police Post Baireni, Dhading",,Public Nepal Police contact for police post.,Bagmati,Dhading,Galchhi Rural Municipality,,"Baireni, Galchhi Rural Municipality, Dhading",9851296904,,,,,https://www.nepalpolice.gov.np/stations/emergency-contacts/police-category/,,Police Post,,,No,Nepal Police emergency contact directory,Official Police,https://www.nepalpolice.gov.np/stations/emergency-contacts/police-category/,Verified,High,2026-07-28,Source-published public police contact.,Completed
GLC-POL-0002,Police & Security,Investigation Branch,District Police Office Dhading,,Public Nepal Police contact for investigation branch.,Bagmati,Dhading,Galchhi Rural Municipality,,"Dhading, Bagmati",9851284243,,,,,https://www.nepalpolice.gov.np/stations/emergency-contacts/police-category/,,Investigation Branch,,,No,Nepal Police emergency contact directory,Official Police,https://www.nepalpolice.gov.np/stations/emergency-contacts/police-category/,Verified,High,2026-07-28,Source-published public police contact.,Completed
GLC-POL-0003,Police & Security,Operations Branch,District Police Office Dhading,,Public Nepal Police contact for operations branch.,Bagmati,Dhading,Galchhi Rural Municipality,,"Dhading, Bagmati",9851285744,,,,,https://www.nepalpolice.gov.np/stations/emergency-contacts/police-category/,,Operations Branch,,,No,Nepal Police emergency contact directory,Official Police,https://www.nepalpolice.gov.np/stations/emergency-contacts/police-category/,Verified,High,2026-07-28,Source-published public police contact.,Completed
GLC-POL-0004,Police & Security,District Police Office,District Police Office Dhading,,Public Nepal Police contact for district police office.,Bagmati,Dhading,Galchhi Rural Municipality,,"Dhading, Bagmati",9851245555; 9851283480; 9851113921,,,,,https://www.nepalpolice.gov.np/stations/emergency-contacts/police-category/,,District Police Office,,,No,Nepal Police emergency contact directory,Official Police,https://www.nepalpolice.gov.np/stations/emergency-contacts/police-category/,Verified,High,2026-07-28,Source-published public police contact.,Completed
GLC-POL-0005,Police & Security,Women and Children Service Center,District Police Office Dhading,,Public Nepal Police contact for women and children service center.,Bagmati,Dhading,Galchhi Rural Municipality,,"Dhading, Bagmati",9851283477,,,,,https://www.nepalpolice.gov.np/stations/emergency-contacts/police-category/,,Women and Children Service Center,,,No,Nepal Police emergency contact directory,Official Police,https://www.nepalpolice.gov.np/stations/emergency-contacts/police-category/,Verified,High,2026-07-28,Source-published public police contact.,Completed
GLC-POL-0006,Police & Security,Information Officer,District Police Office Dhading,,Public Nepal Police contact for information officer.,Bagmati,Dhading,Galchhi Rural Municipality,,"Dhading, Bagmati",9851229860,,,,,https://www.nepalpolice.gov.np/stations/emergency-contacts/police-category/,,Information Officer,,,No,Nepal Police emergency contact directory,Official Police,https://www.nepalpolice.gov.np/stations/emergency-contacts/police-category/,Verified,High,2026-07-28,Source-published public police contact.,Completed
GLC-POL-0007,Police & Security,National Emergency Police Control,Nepal Police Control,,Public Nepal Police contact for national emergency police control.,Bagmati,Dhading,Galchhi Rural Municipality,,National service,,,100,,,https://www.nepalpolice.gov.np/stations/emergency-contacts/,,National Emergency Police Control,,Yes,Yes,Nepal Police emergency contact directory,Official Police,https://www.nepalpolice.gov.np/stations/emergency-contacts/,Verified,High,2026-07-28,Source-published public police contact.,Completed
GLC-HOSP-0001,Hospitals,Basic Hospital (5 to 15 beds),Baireni Hospital,,Functional basic hospital listed in the Nepal Health Facility Registry.,Bagmati,Dhading,Galchhi Rural Municipality,6,"Ward 6, Galchhi Rural Municipality, Dhading",010-590500,,,,bairenihospital@gmail.com,https://nhfr.mohp.gov.np/health-registry/search?province=3&district=30&palika=100722250644897283&authority=&type=&service=&tab=hf_services&col=service_id,,Basic Hospital (5 to 15 beds),,,No,"Nepal Health Facility Registry, Ministry of Health and Population",Official Government,https://nhfr.mohp.gov.np/health-registry/search?province=3&district=30&palika=100722250644897283&authority=&type=&service=&tab=hf_services&col=service_id,Verified,High,2026-07-28,Source-published public service contact.,Completed
GLC-AMB-0001,Health & Ambulance,Ambulance Service,Ambe Bharosa Hospital Ambulance,,Ambulance-driver contact listed in the DAO Dhading disaster plan (FY 2079); current availability requires confirmation.,Bagmati,Dhading,Galchhi Rural Municipality,6,"Ward 6, Galchhi Rural Municipality, Dhading",9745930562,,,,,https://daodhading.moha.gov.np/upload/10c19c8d4b9bb94955b1cd4a0bb0c848/files/Bipad_Book_2079.pdf,,Ambulance Service,,,No,District Administration Office Dhading disaster plan,Official Government,https://daodhading.moha.gov.np/upload/10c19c8d4b9bb94955b1cd4a0bb0c848/files/Bipad_Book_2079.pdf,Needs Review,Medium,2026-07-28,Source-published public service contact.,Needs Review
GLC-EMG-0001,Emergency Services,Fire Emergency,Nepal Fire Emergency Service,,National fire emergency code.,Bagmati,Dhading,Galchhi Rural Municipality,,National service,,,101,,,https://www.nepalpolice.gov.np/safety-and-security/safety-and-security-tips/,,Fire Emergency,,Yes,Yes,Nepal Police safety guidance,Official Police,https://www.nepalpolice.gov.np/safety-and-security/safety-and-security-tips/,Verified,High,2026-07-28,Source-published public service contact.,Completed
GLC-EMG-0002,Emergency Services,Traffic Emergency,Nepal Traffic Police,,National traffic police emergency code.,Bagmati,Dhading,Galchhi Rural Municipality,,National service,,,103,,,https://tourismnpl.gov.np/EmergencyContact,,Traffic Emergency,,Yes,Yes,Nepal Tourism Board emergency contacts,Official Tourism,https://tourismnpl.gov.np/EmergencyContact,Verified,High,2026-07-28,Source-published public service contact.,Completed
GLC-DIS-0001,Disaster & Rescue,National Disaster Coordination,National Emergency Operation Center,,National disaster response and coordination service.,Bagmati,Dhading,Galchhi Rural Municipality,,National service,,01-4211208; 01-4211214,1149,,,https://moha.gov.np/en/office-layout/761,,National Disaster Coordination,,,Yes,Ministry of Home Affairs NEOC page,Official Government,https://moha.gov.np/en/office-layout/761,Verified,High,2026-07-28,Source-published public service contact.,Completed
GLC-DIS-0002,Disaster & Rescue,Humanitarian and Disaster Response,"Nepal Red Cross Society, Dhading District Chapter",,District Red Cross contact for disaster response and humanitarian assistance.,Bagmati,Dhading,Galchhi Rural Municipality,,"Dhading, Bagmati",010-520137; 010-521037,dhnrcs@gmail.com,,,dhnrcs@gmail.com,https://nrcs.org/our-presence/,,Humanitarian and Disaster Response,,,Yes,Nepal Red Cross Society presence directory,Official NGO,https://nrcs.org/our-presence/,Verified,High,2026-07-28,Source-published public service contact.,Completed
